Artifact_ID,Artifact_Name,Museum_ID,Gallery_No,Period_Dating,Finding_Place,Dimension_ID,Provenance_Note,Description,Source_Link
2660,"Photograph (Black and white) — Photo of Gayeshpur Bazar ,Gafargaon which was destroyed through bombing by the Pak Bahini",30,,,,,Goura Shaha,"Photograph (Black and white) : Photo of Gayeshpur Bazar ,Gafargaon which was destroyed through bombing by the Pak Bahini",https://www.liberationwarmuseumbd.org/page/object-donor-list
2661,Heavy knife with a haft (Da) : Used by Martyr Danob,30,,,,,Shah Alam Ratan,Heavy knife with a haft (Da) : Used by Martyr Danob,https://www.liberationwarmuseumbd.org/page/object-donor-list
2662,Spear : Used by Martyr Danob,30,,,,,Shah Alam Ratan,Spear : Used by Martyr Danob,https://www.liberationwarmuseumbd.org/page/object-donor-list
2663,"Newspaper cutting — The Guardian ;Saturday ,March 6, 1971",30,,,,,Md.Selim Ahmed (Moslem Uddin Khondaker),"Newspaper cutting: The Guardian ;Saturday ,March 6, 1971",https://www.liberationwarmuseumbd.org/page/object-donor-list
2664,Photograph of Jahanara Imam,30,,,,,Mr. Akku Chowdhury,"Photograph of Jahanara Imam ,1953 ; Head Mistress of Siddesswari Girls School",https://www.liberationwarmuseumbd.org/page/object-donor-list
2665,Photograph of Advocate Badol Rashid,30,,,,,none,Photograph of Advocate Badol Rashid ; 1st President of Bangladesh Krishok League and Organiser of Liberation War,https://www.liberationwarmuseumbd.org/page/object-donor-list
2666,Photograph of Md,30,,,,,none,"Photograph of Md. Moyinuddin who was first to take down and burn Pakistani National Flag in 1969 at Alamdanga thana, Chuadanga.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2667,Document — (I have sold a pair of Bauch and Lomb Binoculars to Mr. M. Ali Reza Khan,30,,,,,none,Document : (I have sold a pair of Bauch and Lomb Binoculars to Mr. M. Ali Reza Khan,https://www.liberationwarmuseumbd.org/page/object-donor-list
2668,Splinter,30,,,,,Begum Abdul Wadud Mollah,Splinter; Towards the end of Liberation war the Indian Air force carried out Air Raids in the Military Installation of the Pakistani Force.One such raid was donate in the Razarbag Police line. A Splinter from such strafing fell in the flat of ASP Abdul Wadud Mollah;,https://www.liberationwarmuseumbd.org/page/object-donor-list
2669,Memorabilia,30,,,,,Begum Abdul Wadud Mollah,"Memorabilia; Just before Pakistan Force surrendered to the Allied force of Bangladesh and India they began a systematic destruction of economic structures of occupied Bangladesh.One such act was the burning of millions of Pakistani Rupees stared in the treasury of The State Bank of Pakistan in Dhaka,So that Bangladesh Govt. will be penniless. A Bengali Police official ASP Abdul Wadud Mollah collected this from the as his to show the height of Pakistani ruthlessness.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2670,Photographs of Jahanara Imam and his family,30,,,,,Akku Chowdhury,Photographs of Jahanara Imam and his family,https://www.liberationwarmuseumbd.org/page/object-donor-list
2671,"Newspaper-Doynik Bangla. Date — 22th December,1971 (Pages:1-4) It published the names of Martyr Doctors till 22 December,1971",30,,,,,Soyeda Salma Hoque,"Newspaper-Doynik Bangla. Date:22th December,1971 (Pages:1-4) It published the names of Martyr Doctors till 22 December,1971.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2672,Photograph(Black and White) of Young bride Jomila who lost her husband during 1971 in Bhoirob,30,,,,,Bijon Kanti Das,Photograph(Black and White) of Young bride Jomila who lost her husband during 1971 in Bhoirob,https://www.liberationwarmuseumbd.org/page/object-donor-list
2673,Photograph(Black and White)of Children who lost their parents in 1971 liberation war,30,,,,,Bijon Kanti Das,Photograph(Black and White)of Children who lost their parents in 1971 liberation war. Such children were rehabilitated in Kishorgonj Dusto Narri Shishu Punorbashon Kendro after the war,https://www.liberationwarmuseumbd.org/page/object-donor-list
2674,Photograph(Black and White)showing the rehabilitated women are cooking foods for the children who also took shelter in Kishorga…,30,,,,,Bijon Kanti Das,Photograph(Black and White)showing the rehabilitated women are cooking foods for the children who also took shelter in Kishorganj rehabilitation center for victims and,https://www.liberationwarmuseumbd.org/page/object-donor-list
2675,Photograph of war-victim women who lost their husband in 1971 liberation war carrying rice for the rehabilitated children in th…,30,,,,,Bijon Kanti Das,Photograph of war-victim women who lost their husband in 1971 liberation war carrying rice for the rehabilitated children in the kishorganj Rehabilitation center for women and children after the war.children after the 1971 liberation war.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2676,Photograph(Black and White),30,,,,,Akku Chowdhury,Photograph(Black and White);A speech given by Shahid Janani Jahanara Imam;Photographer Altaf Hossain,https://www.liberationwarmuseumbd.org/page/object-donor-list
2677,Manuscript,30,,,,,Sabina Siddique,Manuscript; A Poem of Joy-Bangla; Written by refuge poet Dr. Boddhonath Sarkar; 1378;Pages; 1-8;,https://www.liberationwarmuseumbd.org/page/object-donor-list
2678,A walking stick used by a freedom fighter during the liberation war 1971,30,,,,,Ayub-Bin-Haidar,A walking stick used by a freedom fighter during the liberation war 1971. With the stick one of the notorious Razakar was killed by poking.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2679,Cover of Cartouche,30,,,,,C.M. Tarek Reza,"Cover of Cartouche ; Collected by Mr. Musharraf Hussain Biswas on March 26th,1971 from Pabna;",https://www.liberationwarmuseumbd.org/page/object-donor-list
2680,Cap Badge used by Al-Badr commander Ali Ashraf,30,,,,,M. A. Malek,"Cap Badge used by Al-Badr commander Ali Ashraf. It was found during the Bijoypur Bridge Operation, Comilla. Date: 13 October, 1971.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2681,Newspaper,30,,,,,Kazi Shamsul Alam,"Newspaper; New Wave (Photocopy) December 19,1971.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2682,Diary of Freedom Fighter and Company Commander Ayub bin Haider written during 1971,30,,,,,Ayub-Bin-Haidar,Diary of Freedom Fighter and Company Commander Ayub bin Haider written during 1971,https://www.liberationwarmuseumbd.org/page/object-donor-list
2683,Newspaper — Banglar Bani on Issue-Genocide,30,,,,,Fidha Hassan Rana(In fever of the late Johura Rahman),Newspaper: Banglar Bani on Issue-Genocide.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2684,Photograph of Freedom Fighters of Dhaka city with Brigadier Sharek Singh ( Commander of Delta Section,30,,,,,Foteh Ali Chowdhury,"Photograph of Freedom Fighters of Dhaka city with Brigadier Sharek Singh ( Commander of Delta Section, Indian Army) and Sector ( Sector-2)Commander of Dhaka City Mejor Haider. The photograph was taken 18th December, 1971 at Dhaka airport ( Old). Source: Abrar Ahmed.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2685,Newspaper,30,,,,,Piary,"Newspaper; Ka leoohawaii; November 8th,1971",https://www.liberationwarmuseumbd.org/page/object-donor-list
2686,Sketch Art,30,,,,,Piary,Sketch Art ; Dark night -113; Farida Ninu,https://www.liberationwarmuseumbd.org/page/object-donor-list
2687,Brochure,30,,,,,Piary,"Brochure; Voice from Bangladesh. 25th March,1971 – 16th December,1971",https://www.liberationwarmuseumbd.org/page/object-donor-list
2688,Newspaper,30,,,,,Piary,"Newspaper; Ka leoohawaii-March 20,1971",https://www.liberationwarmuseumbd.org/page/object-donor-list
2689,Photograph,30,,,,,Dr. Subroto Das and Minoti Das,Photograph; Z. force commander Zia-ur Rahman before entered to Sylet;(Somewhere at Tamabil),https://www.liberationwarmuseumbd.org/page/object-donor-list
2690,Photograph(Black and White),30,,,,,Dr. Subroto Das and Minoti Das,"Photograph(Black and White); After entered a Mukti-bahini at Jaflong; Date- 16.12.1971;Borun Roy;(Vikarul Islam -Social worker -Left 2nd, Rownok Chowdhury- Right side Who wear a glass)",https://www.liberationwarmuseumbd.org/page/object-donor-list
2691,Some other photographs of Sylhet,30,,,,,Dr. Subroto Das and Minoti Das,Some other photographs of Sylhet,https://www.liberationwarmuseumbd.org/page/object-donor-list
2692,THE VISVA BHARATI QUARTERLY,30,,,,,Mofidul Hoque,"THE VISVA BHARATI QUARTERLY,VOL.XIV PART-II; AUGUST-OCTOBER,1948;Founded by; RABINDRANATH TAGORE EDITOR-KSHITIS ROY",https://www.liberationwarmuseumbd.org/page/object-donor-list
2693,THE VISVA BHARATI QUARTERLY,30,,,,,Mofidul Hoque,"THE VISVA BHARATI QUARTERLY,VOL.XVI.PART-IV,Feb-April,1951,Founded by; RABINDRANATH TAGORE EDITOR-KSHITISH ROY",https://www.liberationwarmuseumbd.org/page/object-donor-list
2694,Photograph of Martyr Magfaruddin Ahmed Chowdhury(Azad),30,,,,,Anisul Haq and Ferdous Ahmed Zaid,Photograph of Martyr Magfaruddin Ahmed Chowdhury(Azad),https://www.liberationwarmuseumbd.org/page/object-donor-list
2695,Letter- Written by Martyr Azad to his Mother from Karachi,30,,,,,Anisul Haq and Ferdous Ahmed Zaid,Letter- Written by Martyr Azad to his Mother from Karachi,https://www.liberationwarmuseumbd.org/page/object-donor-list
2696,The song(Bangladesh-Bangladesh) of George Harrison transcript by Martyr Azad,30,,,,,Anisul Haq and Ferdous Ahmed Zaid,The song(Bangladesh-Bangladesh) of George Harrison transcript by Martyr Azad,https://www.liberationwarmuseumbd.org/page/object-donor-list
2697,A telegram by Martyr Azad to his Mother from Korachi,30,,,,,Anisul Haq and Ferdous Ahmed Zaid,A telegram by Martyr Azad to his Mother from Korachi,https://www.liberationwarmuseumbd.org/page/object-donor-list
2698,The book used by Martyr Azad,30,,,,,Anisul Haq and Ferdous Ahmed Zaid,The book used by Martyr Azad; YEAR OF DECISIONS(VOL-1)by -Harry S. Turman Pub-Doubleday & company.New york -1955(Here is no cover page,https://www.liberationwarmuseumbd.org/page/object-donor-list
2699,Books are affected by the pakistani army attack at the residence of Martyr Azad during 30 August,30,,,,,Anisul Haq and Ferdous Ahmed Zaid,"Books are affected by the pakistani army attack at the residence of Martyr Azad during 30 August, 1971 at night",https://www.liberationwarmuseumbd.org/page/object-donor-list
2700,Plate(white glass/Off-white) Used by refugee Dr,30,,,,,Md. Mohshin Sarkar,Plate(white glass/Off-white) Used by refugee Dr. Abdul Sattar.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2701,Bag(Chocolate Color)used by refugee Dr,30,,,,,Md. Mohshin Sarkar,Bag(Chocolate Color)used by refugee Dr. Abdul Sattar,https://www.liberationwarmuseumbd.org/page/object-donor-list
2702,Bullet- Martyr Barek Sarker got shot with a bullet by Pakistan Army,30,,,,,Md. Mohshin Sarkar,Bullet- Martyr Barek Sarker got shot with a bullet by Pakistan Army,https://www.liberationwarmuseumbd.org/page/object-donor-list
2703,Photograph of Gono Kobial foni Barua in a song performance of a 1969-mass-awarness movement programme named- Shadhinota bonam P…,30,,,,,Abu Khaled Pathan,Photograph of Gono Kobial foni Barua in a song performance of a 1969-mass-awarness movement programme named- Shadhinota bonam Poradhinatoa.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2704,Photograph of sand bag barriers blocked by pakistani army at Thana gate,30,,,,,Abu Khaled Pathan,"Photograph of sand bag barriers blocked by pakistani army at Thana gate, Kishorganj in 1971",https://www.liberationwarmuseumbd.org/page/object-donor-list
2705,Photograph of Cars of pakistani army during running away from kishorganj in November,30,,,,,Abu Khaled Pathan,"Photograph of Cars of pakistani army during running away from kishorganj in November, 1971.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2706,Photograph of Torture cell of Pakistani army in a Sugar mill place,30,,,,,Abu Khaled Pathan,"Photograph of Torture cell of Pakistani army in a Sugar mill place, Kishorganj, 1971.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2707,A photograph of Martyr Intellectual Shamsuddin Ahmed,30,,,,,Siddiqua Begum,"A photograph of Martyr Intellectual Shamsuddin Ahmed. He was a first class Magistrate in the Rajshahi District during 1971. Pakistani army killed him in 14th April,1971.His dead body was not found.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2708,letter written by Martyr Intellectual Shamsuddin Ahmed to his wife Siddiqua Begum,30,,,,,Siddiqua Begum,letter written by Martyr Intellectual Shamsuddin Ahmed to his wife Siddiqua Begum.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2709,Photograph- From the left side- Siraj,30,,,,,Abs Sunil Das Gupta,"Photograph- From the left side- Siraj, Barbara Das Gupta and a Freedom fighter. March,1972.",https://www.liberationwarmuseumbd.org/page/object-donor-list
2710,Photographs of freedom fighters at booth hospital in,30,,,,,Abs Sunil Das Gupta,Photographs of freedom fighters at booth hospital in,https://www.liberationwarmuseumbd.org/page/object-donor-list
2711,Jermany,30,,,,,Abs Sunil Das Gupta,Jermany,https://www.liberationwarmuseumbd.org/page/object-donor-list
2712,Photograph,30,,,,,Abs Sunil Das Gupta,Photograph; Exhibition on Bangladesh-1972,https://www.liberationwarmuseumbd.org/page/object-donor-list
2713,Photograph,30,,,,,Abs Sunil Das Gupta,Photograph ; Invitation card for celebrate of birth anniversery of Rabindranath in 13.05.1972;Organized by Bharat-mozlis trong with Bangladesh freedom fighters;,https://www.liberationwarmuseumbd.org/page/object-donor-list
2714,Photograph,30,,,,,Abs Sunil Das Gupta,Photograph; After cultural programme of Rabindranath birthday a Picture on the stage;From the left side- Tanambar Babu 5 number Shamsar -1972;,https://www.liberationwarmuseumbd.org/page/object-donor-list
2715,Photograph of poet Okhil Goshami,30,,,,,Jogdondho Roy,Photograph of poet Okhil Goshami,https://www.liberationwarmuseumbd.org/page/object-donor-list
2716,Photograph,30,,,,,Jogdondho Roy,Photograph; Famous Gana Kabial Foni Bhushon Boruia of Chittagong,https://www.liberationwarmuseumbd.org/page/object-donor-list
2717,Photograph,30,,,,,Usha Rani Debi,Photograph; A torture room of Kishorgonj during 1971;The Pakistani army torture freedom fighters in this room,https://www.liberationwarmuseumbd.org/page/object-donor-list
2718,Photograph,30,,,,,Usha Rani Debi,Photograph; A Razakars camp of Kishorgonj during 1971,https://www.liberationwarmuseumbd.org/page/object-donor-list
2719,Deed,30,,,,,Abdul Gafur Sifat,"Deed; A Sub-Sector commander ordered to save and established a law ,Ballat(Shunamgonj) 5 no Eko one Sector. After achieve the Victory of Freedom fighters; 8×8.5 inches;",https://www.liberationwarmuseumbd.org/page/object-donor-list
2720,Coat,30,,,,,Debjani Dutto,Coat; Used by Martyr Gitandro Lal Dutto; He Martyred on 15.10.1971,https://www.liberationwarmuseumbd.org/page/object-donor-list
2721,Photograph,30,,,,,Owakar Anwar Khan,Photograph; Mowlovi A.K. Golam Gilani is one of them who sacrifice his life by active participation in ante British revolution,https://www.liberationwarmuseumbd.org/page/object-donor-list
2722,A letter from Shibendhranath Dutto to the professor of Brammonbaria girls college,30,,,,,Minnat Ali,A letter from Shibendhranath Dutto to the professor of Brammonbaria girls college. Shibendhranath Dutto was capture by the Pakistani Army in 1971 and got release from the camp after 8 days inhuman torture.,https://www.liberationwarmuseumbd.org/page/object-donor-list
2723,An approval letter by the convener of Peace Committee to bring 400kg,30,,,,,Minnat Ali,"An approval letter by the convener of Peace Committee to bring 400kg. rice from Shorial by Mr.Prof. Minnat Ali during Liberation war, 29.09.1971",https://www.liberationwarmuseumbd.org/page/object-donor-list
